	Gewinn Gesamt	Kosten
2540	233416.10450586578	191158.62049413423
2541	285783.59750586574	191163.14249413423
2542	285942.44450586574	191167.66549413424
2543	331692.38550586574	191172.18749413424
2544	331870.80950586573	191176.71049413423
2545	275632.5165058658	191181.23249413422
2546	275788.9785058658	191185.75549413424
2547	215560.2175058658	191190.27849413423
2548	215695.73250586574	191194.80049413425
2549	180547.33050586574	191199.32349413424
2550	180670.93650586577	191203.84549413424
2551	205932.22250586574	191208.36849413425
2552	206062.28350586578	191212.89049413425
2553	275246.23550586577	191217.41349413423
2554	275403.0765058658	191221.93549413423
2555	298495.42850586574	191226.45849413425
2556	298660.3385058658	191230.98049413424
2557	228033.96950586577	191235.50349413423
2558	228170.14350586577	191240.02549413423
2559	236039.68050586578	191244.54849413424
2560	236177.40750586573	191249.07149413423
2561	200899.23550586577	191253.59349413423
2562	201032.5055058658	191258.11649413424
2563	200765.31950586574	191262.63849413424
2564	200896.79050586576	191267.16149413423
2565	254987.79650586576	191271.68349413422
2566	255132.09750586574	191276.20649413424
2567	236912.52150586573	191280.72849413424
2568	237051.14650586573	191285.25149413425
2569	216991.85650586576	191289.77349413425
2570	217121.32550586574	191294.29649413424
2571	249788.05950586573	191298.81949413425
2572	249933.02550586575	191303.34149413425
2573	293677.4525058658	191307.86449413424
2574	293841.05850586575	191312.38649413423
2575	290881.80850586575	191316.90949413425
2576	291045.96150586574	191321.43149413425
2577	251424.64650586573	191325.95449413423
2578	251575.13450586575	191330.47649413423
2579	266676.54850586574	191334.99949413424
2580	266842.01350586576	191339.52149413424
2581	247382.04150586575	191344.04449413423
2582	247539.9895058658	191348.56649413423
2583	255482.77450586576	191353.08949413424
2584	255631.17350586574	191357.61249413423
2585	278015.58550586575	191362.13449413422
2586	278173.26550586574	191366.65749413424
2587	351069.4415058657	191371.17949413424
2588	351253.1615058658	191375.70249413425
2589	304069.0505058658	191380.22449413425
2590	304235.90050586575	191384.74749413424
2591	236944.68150586577	191389.26949413423
2592	237084.65750586573	191393.79249413425
2593	262993.57050586573	191398.31449413425
2594	263148.4135058658	191402.83749413423
2595	259219.15350586578	191407.36049413425
2596	259369.78150586574	191411.88249413425
2597	269795.36750586575	191416.40549413423
2598	269949.79550586577	191420.92749413423
2599	281176.8055058658	191425.45049413425
2600	281340.5875058658	191429.97249413424
2601	293796.1745058658	191434.49549413423
2602	293965.48750586575	191439.01749413423
2603	278455.11150586576	191443.54049413424
2604	278618.1145058658	191448.06249413424
2605	298001.1415058658	191452.58549413423
2606	298164.4295058658	191457.10849413424
2607	288514.92350586574	191461.63049413424
2608	288689.89050586574	191466.15349413423
2609	274674.46550586575	191470.67549413425
2610	274837.60850586573	191475.19849413424
2611	266306.2395058658	191479.72049413424
2612	266466.04150586575	191484.24349413425
2613	267904.0285058658	191488.76549413425
2614	268062.99950586574	191493.28849413423
2615	284764.03650586575	191497.81049413423
2616	284944.0115058658	191502.33349413425
2617	262931.35750586574	191506.85549413424
2618	263084.17150586576	191511.37849413423
2619	260542.69950586575	191515.90149413425
2620	260704.58850586577	191520.42349413424
2621	309160.0875058658	191524.94649413423
2622	309355.76050586574	191529.46849413423
2623	268539.87250586576	191533.99149413424
2624	268707.6035058658	191538.51349413424
2625	267621.18950586574	191543.03649413423
2626	267782.29750586575	191547.55849413422
2627	294044.4745058658	191552.08149413424
2628	294222.0925058658	191556.60349413424
2629	285075.77350586577	191561.12649413425
2630	285257.8275058658	191565.64949413424
2631	254250.49050586578	191570.17149413424
2632	254421.49650586577	191574.69449413425
2633	254878.58650586574	191579.21649413425
2634	255038.80150586576	191583.73949413424
2635	324435.18450586573	191588.26149413423
2636	324622.49150586576	191592.78449413425
2637	250504.23750586575	191597.30649413425
2638	250675.76350586576	191601.82949413423
2639	263921.39650586573	191606.35149413423
2640	264091.6965058658	191610.87449413424
2641	325302.89650586573	191615.39749413423
2642	325488.87150586577	191619.91949413423
2643	297637.81950586574	191624.44249413424
2644	297824.18950586574	191628.96449413424
2645	333050.64850586577	191633.48749413423
2646	333245.9675058658	191638.00949413422
2647	283931.40550586575	191642.53249413424
2648	284099.78150586574	191647.05449413424
2649	339551.80350586574	191651.57749413425
2650	339766.85250586574	191656.09949413425
2651	252318.43350586575	191660.62249413424
2652	252494.03950586577	191665.14449413423
2653	276457.2245058658	191669.66749413425
2654	276635.31350586575	191674.19049413424
2655	291086.2445058658	191678.71249413423
2656	291276.86850586574	191683.23549413425
2657	361908.8485058657	191687.75749413425
2658	362129.2495058658	191692.28049413423
2659	299325.68450586573	191696.80249413423
2660	299505.78650586575	191701.32549413425
2661	236554.53050586575	191705.84749413424
2662	236720.33350586577	191710.37049413423
2663	296888.47650586575	191714.89249413423
2664	297073.23550586577	191719.41549413424
2665	232860.04050586576	191723.93849413423
2666	233026.37250586576	191728.46049413423
2667	239959.27150586573	191732.98349413424
2668	240121.77650586574	191737.50549413424
2669	252868.2665058658	191742.02849413423
2670	253042.09050586575	191746.55049413425
2671	370893.10850586573	191751.07349413424
2672	371113.1765058657	191755.59549413424
2673	280941.15450586576	191760.11849413425
2674	281141.53750586574	191764.64049413425
2675	334221.05350586574	191769.16349413423
2676	334434.70450586575	191773.68649413425
2677	272443.4195058658	191778.20849413425
2678	272626.73350586573	191782.73149413423
2679	243834.25750586577	191787.25349413423
2680	243999.92850586574	191791.77649413425
2681	246345.41650586575	191796.29849413424
2682	246515.74350586574	191800.82149413423
2683	272177.34450586577	191805.34349413423
2684	272375.32450586575	191809.86649413424
2685	392078.1595058657	191814.38849413424
2686	392322.6835058658	191818.91149413423
2687	350826.6345058658	191823.43349413422
2688	351058.11650586576	191827.95649413424
2689	315991.40750586573	191832.47949413423
2690	316193.85850586573	191837.00149413425
2691	306312.67050586577	191841.52449413424
2692	306506.9185058658	191846.04649413424
2693	291874.98550586577	191850.56949413425
2694	292077.2135058658	191855.09149413425
2695	258543.89350586577	191859.61449413424
2696	258710.81850586575	191864.13649413423
2697	232447.22750586574	191868.65949413425
2698	232612.22350586578	191873.18149413425
2699	304429.99250586575	191877.70449413423
2700	304635.24950586574	191882.22749413425
2701	251663.15950586577	191886.74949413424
2702	251837.42250586575	191891.27249413423
2703	241144.10650586576	191895.79449413423
2704	241309.55750586576	191900.31749413424
2705	303928.0885058658	191904.83949413424
2706	304110.90050586575	191909.36249413423
2707	209818.55550586578	191913.88449413422
2708	209965.16450586577	191918.40749413424
2709	267679.08550586575	191922.92949413424
2710	267857.96650586574	191927.45249413425
2711	265727.0505058658	191931.97549413424
2712	265919.98750586575	191936.49749413424
2713	357053.05450586573	191941.02049413422
2714	357275.1325058657	191945.54249413425
2715	301524.8005058658	191950.06549413424
2716	301716.4785058658	191954.58749413423
2717	247897.25650586578	191959.11049413425
2718	248079.28950586577	191963.63249413425
2719	390344.7375058658	191968.15549413423
2720	390568.6035058657	191972.67749413423
2721	249309.1905058658	191977.20049413425
2722	249484.16150586575	191981.72249413424
2723	266044.54250586574	191986.24549413423
2724	266220.2395058658	191990.76849413424
2725	245434.43550586578	191995.29049413424
2726	245592.82950586575	191999.81349413423
2727	322786.99150586576	192004.33549413423
2728	322993.09750586574	192008.85849413424
2729	281393.33650586574	192013.38049413424
2730	281601.92850586574	192017.90349413423
2731	255284.44950586575	192022.42549413425
2732	255466.78150586574	192026.94849413424
2733	290469.3105058658	192031.47049413424
2734	290673.1965058658	192035.99349413425
2735	255839.63550586574	192040.51649413424
2736	256006.95050586574	192045.03849413423
2737	263175.2505058658	192049.56149413425
2738	263340.85650586576	192054.08349413425
2739	346686.3555058657	192058.60649413423
2740	346898.8385058657	192063.12849413423
2741	372325.6465058658	192067.65149413425
2742	372547.6765058657	192072.17349413424
2743	280586.60750586574	192076.69649413423
2744	280790.41750586574	192081.21849413423
2745	258613.87850586575	192085.74149413424
2746	258795.61850586574	192090.26449413423
2747	362063.9235058658	192094.78649413423
2748	362275.2405058657	192099.30949413424
2749	281742.76850586577	192103.83149413424
2750	281944.73050586577	192108.35449413423
2751	284256.9405058658	192112.87649413425
2752	284440.38250586577	192117.39949413424
2753	268921.81450586574	192121.92149413424
2754	269115.2895058658	192126.44449413425
2755	321472.9365058658	192130.96649413425
2756	321676.14450586576	192135.48949413424
2757	280238.1475058658	192140.01149413423
2758	280419.52650586574	192144.53449413425
2759	280985.7445058658	192149.05749413423
2760	281181.70450586575	192153.57949413423
2761	278790.59150586574	192158.10249413425
2762	278963.91050586576	192162.62449413424
2763	294414.1915058658	192167.14749413423
2764	294622.33350586577	192171.66949413423
2765	281926.76850586577	192176.19249413424
2766	282117.8655058658	192180.71449413424
2767	258385.19650586578	192185.23749413423
2768	258554.14450586576	192189.75949413422
2769	311411.05850586575	192194.28249413424
2770	311598.93150586577	192198.80549413423
2771	270432.6155058658	192203.32749413425
2772	270627.65150586574	192207.85049413424
2773	260543.44150586578	192212.37249413424
2774	260714.89050586574	192216.89549413422
2775	332951.0985058658	192221.41749413425
2776	333161.19850586576	192225.94049413424
2777	263071.90750586573	192230.46249413423
2778	263261.06750586577	192234.98549413425
2779	236862.2445058658	192239.50749413425
2780	237028.97450586577	192244.03049413423
2781	237149.74650586577	192248.55349413425
2782	237317.95250586577	192253.07549413425
2783	270527.23050586577	192257.59849413423
2784	270683.9365058658	192262.12049413423
2785	264392.06250586576	192266.64349413424
2786	264565.4905058658	192271.16549413424
2787	313331.62350586575	192275.68849413423
2788	313528.89550586574	192280.21049413423
2789	335854.54650586576	192284.73349413424
2790	336063.6475058658	192289.25549413424
2791	252927.26350586576	192293.77849413423
2792	253098.31850586575	192298.30049413425
2793	259426.62650586577	192302.82349413424
2794	259610.28550586576	192307.34649413422
2795	241820.38650586578	192311.86849413425
2796	241983.43250586576	192316.39149413424
2797	317626.4895058658	192320.91349413423
2798	317826.43250586576	192325.43649413425
2799	155618.07750586577	192329.95849413425
2800	155753.80250586575	192334.48149413423
2801	313743.8805058658	192339.00349413423
2802	313937.22150586575	192343.52649413425
2803	288906.41750586574	192348.04849413424
2804	289094.28650586575	192352.57149413423
2805	255098.8425058658	192357.09449413425
2806	255246.50250586576	192361.61649413424
2807	287034.87450586574	192366.13949413423
2808	287194.51350586576	192370.66149413423
2809	270736.13350586576	192375.18449413424
2810	270892.1685058658	192379.70649413424
2811	319405.2125058658	192384.22949413423
2812	319589.90150586574	192388.75149413425
2813	274605.63850586576	192393.27449413424
2814	274768.6195058658	192397.79649413424
2815	293547.23350586573	192402.31949413425
2816	293726.95950586576	192406.84249413424
2817	307175.55850586575	192411.36449413424
2818	307366.8655058658	192415.88749413425
2819	220750.42550586577	192420.40949413425
2820	220893.81650586578	192424.93249413423
2821	299230.6795058658	192429.45449413423
2822	299394.83350586577	192433.97749413425
2823	401777.70450586575	192438.49949413424
2824	401980.07450586575	192443.02249413423
2825	328330.36150586576	192447.54449413423
2826	328518.54150586575	192452.06749413424
2827	312604.1145058658	192456.58949413424
2828	312767.1585058658	192461.11249413423
2829	304750.28650586575	192465.63549413424
2830	304909.3765058658	192470.15749413424
2831	282539.86250586575	192474.68049413423
2832	282697.1755058658	192479.20249413425
2833	286614.0815058658	192483.72549413424
2834	286770.83350586577	192488.24749413424
2835	288029.57350586576	192492.77049413422
2836	288188.31250586576	192497.29249413425
2837	267699.40750586573	192501.81549413424
2838	267854.25250586576	192506.33749413423
2839	416298.70650586573	192510.86049413425
2840	416499.9305058658	192515.38349413424
2841	268643.91250586574	192519.90549413423
2842	268796.12350586575	192524.42849413425
2843	308988.57250586577	192528.95049413425
2844	309156.45550586574	192533.47349413423
2845	285429.97650586575	192537.99549413423
2846	285579.78050586575	192542.51849413424
2847	289967.9245058658	192547.04049413424
2848	290122.04650586576	192551.56349413423
2849	240790.77650586574	192556.08549413423
2850	240929.93750586576	192560.60849413424
2851	239836.01850586577	192565.13149413423
2852	239977.19450586574	192569.65349413423
2853	278428.27550586575	192574.17649413424
2854	278574.36150586576	192578.69849413424
2855	191649.95050586574	192583.22149413422
2856	191765.79950586578	192587.74349413425
2857	252519.3425058658	192592.26649413424
2858	252650.05850586575	192596.78849413423
2859	251120.32050586573	192601.31149413425
2860	251254.53350586578	192605.83349413425
2861	218606.88150586578	192610.35649413423
2862	218731.94350586575	192614.87849413423
2863	38180.664505865774	192619.40149413425
2864	38234.76250586577	192623.92449413423
2865	240532.00850586576	192628.44649413423
2866	240654.41450586577	192632.96949413425
2867	239439.82450586575	192637.49149413424
2868	239563.5435058658	192642.01449413423
2869	150295.43150586577	192646.53649413423
2870	150387.5815058658	192651.05949413424
2871	226414.56450586574	192655.58149413424
2872	226533.30650586577	192660.10449413423
2873	274313.84050586575	192664.62649413425
2874	274451.88950586575	192669.14949413424
2875	256949.0815058658	192673.67249413423
2876	257081.71450586576	192678.19449413425
2877	239195.12550586578	192682.71749413424
2878	239320.73050586577	192687.23949413424
2879	245886.2285058658	192691.76249413425
2880	246012.49150586576	192696.28449413425
2881	431598.03750586574	192700.80749413423
2882	431790.9655058658	192705.32949413423
2883	243893.03750586574	192709.85249413425
2884	244021.32350586576	192714.37449413424
2885	273011.8375058658	192718.89749413423
2886	273146.59050586575	192723.42049413425
2887	259139.31150586577	192727.94249413424
2888	259280.96350586577	192732.46549413423
2889	250909.58250586578	192736.98749413423
2890	251035.67750586575	192741.51049413424
2891	194186.82050586573	192746.03249413424
2892	194294.29250586574	192750.55549413423
2893	290946.85650586576	192755.07749413425
2894	291086.00750586577	192759.60049413424
2895	269173.01350586576	192764.12249413424
2896	269305.8155058658	192768.64549413422
2897	181065.77550586575	192773.16749413425
2898	181164.82150586578	192777.69049413424
2899	260340.14450586576	192782.21349413425
2900	260466.86150586576	192786.73549413425
2901	266197.83050586574	192791.25849413424
2902	266327.21450586576	192795.78049413423
2903	357969.6315058658	192800.30349413425
2904	358131.3625058658	192804.82549413425
2905	347316.8825058657	192809.34849413423
2906	347476.02350586577	192813.87049413423
2907	310322.15750586573	192818.39349413424
2908	310469.58050586574	192822.91549413424
2909	403852.3455058658	192827.43849413423
2910	404028.9235058658	192831.96149413424
2911	265303.16650586575	192836.48349413424
2912	265433.96450586576	192841.00649413423
2913	247397.31450586574	192845.52849413423
2914	247524.7935058658	192850.05149413424
2915	230607.75950586575	192854.57349413424
2916	230730.78950586577	192859.09649413422
2917	308668.19550586573	192863.61849413425
2918	308811.86650586576	192868.14149413424
2919	352882.9725058658	192872.66349413423
2920	353039.75850586576	192877.18649413425
2921	296543.54150586575	192881.70949413424
2922	296683.40650586574	192886.23149413423
2923	291020.39950586576	192890.75449413425
2924	291156.20450586575	192895.27649413425
2925	267591.93350586575	192899.79949413423
2926	267724.04650586576	192904.32149413423
2927	250991.27950586576	192908.84449413425
2928	251122.29250586574	192913.36649413424
2929	261441.29250586574	192917.88949413423
2930	261567.93950586574	192922.41149413423
2931	314236.89350586577	192926.93449413424
2932	314383.60650586576	192931.45649413424
2933	270568.62850586575	192935.97949413423
2934	270700.2285058658	192940.50249413424
2935	285615.2625058658	192945.02449413424
2936	285750.2775058658	192949.54749413423
2937	319496.03550586576	192954.06949413425
2938	319648.46650586574	192958.59249413424
2939	361785.4245058657	192963.11449413424
2940	361946.0775058658	192967.63749413425
2941	391604.0045058658	192972.15949413425
2942	391777.4485058658	192976.68249413423
2943	345868.27050586574	192981.20449413423
2944	346023.5805058658	192985.72749413425
2945	346106.2015058657	192990.25049413423
2946	346280.06250586576	192994.77249413423
2947	313416.61650586576	192999.29549413425
2948	313568.86050586577	193003.81749413424
2949	324204.42250586575	193008.34049413423
2950	324358.7675058658	193012.86249413423
2951	388350.21650586574	193017.38549413424
2952	388523.7725058657	193021.90749413424
2953	388925.0245058658	193026.43049413423
2954	389103.5585058658	193030.95249413425
2955	312500.43950586574	193035.47549413424
2956	312647.0985058658	193039.99849413423
2957	328115.75250586576	193044.52049413422
2958	328266.27550586575	193049.04349413424
2959	343613.42850586574	193053.56549413424
2960	343767.97650586575	193058.08849413425
2961	325687.8915058658	193062.61049413425
2962	325850.55850586575	193067.13349413424
2963	329076.90950586577	193071.65549413423
2964	329235.20550586574	193076.17849413425
2965	336239.73550586577	193080.70049413425
2966	336399.36050586577	193085.22349413423
2967	338980.69850586576	193089.74549413423
2968	339137.25850586576	193094.26849413424
2969	353045.92750586575	193098.79149413423
2970	353215.13350586576	193103.31349413423
2971	378017.92950586573	193107.83649413424
2972	378191.97650586575	193112.35849413424
2973	347438.4655058658	193116.88149413423
2974	347613.20650586573	193121.40349413423
2975	325029.8105058658	193125.92649413424
2976	325185.05350586574	193130.44849413424
2977	344341.20950586576	193134.97149413422
2978	344514.95550586574	193139.49349413425
2979	342856.19250586577	193144.01649413424
2980	343030.65650586574	193148.53949413425
2981	322343.77050586574	193153.06149413425
2982	322499.9185058658	193157.58449413424
2983	310217.82450586575	193162.10649413423
2984	310373.1375058658	193166.62949413425
2985	347249.8325058658	193171.15149413425
2986	347438.4945058658	193175.67449413423
2987	398376.8555058657	193180.19649413423
2988	398564.75350586575	193184.71949413425
2989	304693.01950586576	193189.24149413424
2990	304841.48150586576	193193.76449413423
2991	339813.4405058658	193198.28749413425
2992	339987.4245058658	193202.80949413424
2993	370136.2135058657	193207.33249413423
2994	370311.9215058658	193211.85449413423
2995	315013.71650586574	193216.37749413424
2996	315175.37950586574	193220.89949413424
2997	297209.99650586577	193225.42249413423
2998	297376.97650586575	193229.94449413425
2999	338541.13350586576	193234.46749413424
3000	338709.31850586575	193238.98949413424
3001	415678.9265058657	193243.51249413425
3002	415869.7185058657	193248.03449413425
3003	343546.98250586574	193252.55749413423
3004	343730.01050586574	193257.08049413425
3005	370562.1075058658	193261.60249413425
3006	370742.2155058658	193266.12549413423
3007	367493.4305058658	193270.64749413423
3008	367674.6695058657	193275.17049413425
3009	399209.61350586574	193279.69249413424
3010	399389.13850586576	193284.21549413423
3011	306598.3155058658	193288.73749413423
3012	306751.62250586576	193293.26049413424
3013	380598.8945058658	193297.78249413424
3014	380788.5685058658	193302.30549413423
3015	427701.29050586576	193306.82849413424
3016	427912.95950586576	193311.35049413424
3017	360760.2275058658	193315.87349413423
3018	360935.73150586576	193320.39549413422
3019	359636.2155058658	193324.91849413424
3020	359826.23350586573	193329.44049413424
3021	441534.39550586574	193333.96349413425
3022	441759.18750586576	193338.48549413425
3023	339778.3375058658	193343.00849413424
3024	339951.7625058658	193347.53049413423
3025	282393.3105058658	193352.05349413425
3026	282550.84650586575	193356.57649413423
3027	361123.23850586574	193361.09849413423
3028	361292.2665058658	193365.62149413425
3029	368143.8675058658	193370.14349413424
3030	368330.4675058658	193374.66649413423
3031	291063.2665058658	193379.18849413423
3032	291230.4895058658	193383.71149413424
3033	304360.9025058658	193388.23349413424
3034	304527.62450586574	193392.75649413423
3035	356503.8655058657	193397.27849413423
3036	356705.55450586573	193401.80149413424
3037	322962.11850586574	193406.32349413424
3038	323151.5335058658	193410.84649413422
3039	462615.33150586573	193415.36949413424
3040	462854.1865058657	193419.89149413424
3041	329178.49950586574	193424.41449413425
3042	329345.63350586576	193428.93649413425
3043	372690.2505058657	193433.45949413424
3044	372880.1935058658	193437.98149413423
3045	302063.9195058658	193442.50449413425
3046	302222.67050586577	193447.02649413425
3047	359372.7405058657	193451.54949413423
3048	359579.3705058657	193456.07149413423
3049	374799.1915058657	193460.59449413425
3050	375010.9355058658	193465.11749413423
3051	388472.59150586574	193469.63949413423
3052	388689.05450586573	193474.16249413425
3053	395281.4165058658	193478.68449413424
3054	395492.6325058657	193483.20749413423
3055	347913.5415058658	193487.72949413423
3056	348091.7625058657	193492.25249413424
3057	378548.61650586576	193496.77449413424
3058	378745.77350586577	193501.29749413423
3059	328850.7625058658	193505.81949413425
3060	329025.6755058658	193510.34249413424
3061	303383.95050586574	193514.86449413424
3062	303562.52950586576	193519.38749413425
3063	343431.48850586574	193523.91049413424
3064	343621.23350586573	193528.43249413423
3065	280177.18350586575	193532.95549413425
3066	280342.55150586576	193537.47749413425
3067	331460.29050586576	193542.00049413423
3068	331635.62750586576	193546.52249413423
3069	313331.77450586576	193551.04549413425
3070	313494.73650586576	193555.56749413424
3071	435185.5115058658	193560.09049413423
3072	435388.9775058658	193564.61249413423
3073	280793.08550586575	193569.13549413424
3074	280964.3115058658	193573.65849413423
3075	319599.19750586577	193578.18049413423
3076	319790.60050586576	193582.70349413424
3077	394538.2525058657	193587.22549413424
3078	394752.2665058658	193591.74849413423
3079	308760.98550586577	193596.27049413422
3080	308937.77050586574	193600.79349413424
3081	311808.71950586577	193605.31549413424
3082	311991.28250586573	193609.83849413425
3083	335824.94750586577	193614.36049413425
3084	335996.8875058658	193618.88349413424
3085	441643.11150586576	193623.40649413425
3086	441865.2475058658	193627.92849413425
3087	303594.82250586577	193632.45149413423
3088	303773.62950586574	193636.97349413423
3089	308388.57550586574	193641.49649413425
3090	308565.73850586574	193646.01849413424
3091	385809.5585058658	193650.54149413423
3092	386012.82250586577	193655.06349413423
3093	312256.4785058658	193659.58649413424
3094	312450.33950586576	193664.10849413424
3095	292378.7125058658	193668.63149413423
3096	292563.1155058658	193673.15349413423
3097	366962.68950586574	193677.67649413424
3098	367167.03550586576	193682.19949413423
3099	403210.3115058657	193686.72149413422
3100	403397.7445058658	193691.24449413424
3101	325647.3655058658	193695.76649413424
3102	325810.0015058658	193700.28949413425
3103	433136.3335058657	193704.81149413425
3104	433345.4705058658	193709.33449413424
3105	472186.44950586575	193713.85649413423
3106	472412.9555058658	193718.37949413425
3107	321591.94950586575	193722.90149413425
3108	321784.57350586576	193727.42449413423
3109	339528.34050586575	193731.94749413425
3110	339708.32450586575	193736.46949413425
3111	318272.17650586576	193740.99249413423
3112	318437.78450586577	193745.51449413423
3113	442248.2125058658	193750.03749413425
3114	442473.6225058658	193754.55949413424
3115	394282.4435058658	193759.08249413423
3116	394482.6475058657	193763.60449413423
3117	319081.09450586577	193768.12749413424
3118	319272.76050586574	193772.64949413424
3119	373244.5615058657	193777.17249413423
3120	373452.2125058658	193781.69549413424
3121	318917.90450586576	193786.21749413424
3122	319093.87150586577	193790.74049413425
3123	366787.5115058658	193795.26249413425
3124	366981.3265058657	193799.78549413424
3125	320160.4025058658	193804.30749413423
3126	320328.99350586574	193808.83049413425
3127	404760.18950586574	193813.35249413425
3128	404969.11850586574	193817.87549413423
3129	346603.6315058658	193822.39749413423
3130	346806.55250586575	193826.92049413425
3131	313892.47550586576	193831.44249413424
3132	314064.43950586574	193835.96549413423
3133	351024.5145058658	193840.48849413425
3134	351214.0075058657	193845.01049413424
3135	305196.27950586576	193849.53349413423
3136	305372.87250586576	193854.05549413423
3137	318636.2405058658	193858.57849413424
3138	318810.01450586575	193863.10049413424
3139	393515.58650586574	193867.62349413423
3140	393710.0215058658	193872.14549413422
3141	391280.65550586575	193876.66849413424
3142	391490.61350586574	193881.19049413424
3143	306837.41250586574	193885.71349413425
3144	307018.37450586574	193890.23649413424
3145	333993.6095058658	193894.75849413424
3146	334177.90150586574	193899.28149413425
3147	319807.40950586577	193903.80349413425
3148	319976.74850586575	193908.32649413423
3149	291876.3385058658	193912.84849413423
3150	292036.67650586576	193917.37149413425
3151	397237.9705058658	193921.89349413424
3152	397436.37850586575	193926.41649413423
3153	423168.9845058658	193930.93849413423
3154	423378.75550586573	193935.46149413424
3155	456254.37850586575	193939.98449413423
3156	456463.0015058658	193944.50649413423
3157	325957.41750586574	193949.02949413424
3158	326143.21150586574	193953.55149413424
3159	284628.81350586575	193958.07449413423
3160	284798.9745058658	193962.59649413422
3161	349151.4485058658	193967.11949413424
3162	349339.03550586576	193971.64149413424
3163	281197.12950586574	193976.16449413425
3164	281356.90550586575	193980.68649413425
3165	261074.56350586575	193985.20949413424
3166	261221.35250586574	193989.73149413423
3167	355799.0145058658	193994.25449413425
3168	355978.09650586575	193998.77749413424
3169	369719.4975058658	194003.29949413423
3170	369898.3605058657	194007.82249413425
3171	389006.7675058657	194012.34449413425
3172	389186.08450586576	194016.86749413423
3173	287926.90650586574	194021.38949413423
3174	288077.93750586576	194025.91249413425
3175	399638.02550586575	194030.43449413424
3176	399820.9095058657	194034.95749413423
3177	316857.2835058658	194039.47949413423
3178	316999.28650586575	194044.00249413424
3179	354317.4775058658	194048.52549413423
3180	354497.2995058657	194053.04749413423
3181	363472.08650586574	194057.57049413424
3182	363660.6225058658	194062.09249413424
3183	358485.5275058657	194066.61549413425
3184	358667.1345058658	194071.13749413425
3185	329057.0495058658	194075.66049413424
3186	329210.98050586577	194080.18249413423
3187	399648.63050586573	194084.70549413425
3188	399812.84450586577	194089.22749413425
3189	449585.6965058657	194093.75049413423
3190	449782.8975058657	194098.27349413425
3191	441854.8435058657	194102.79549413425
3192	442045.92750586575	194107.31849413423
3193	322463.4685058658	194111.84049413423
3194	322607.98650586576	194116.36349413425
3195	322235.77950586576	194120.88549413424
3196	322383.59450586577	194125.40849413423
3197	401590.5415058658	194129.93049413423
3198	401771.0025058657	194134.45349413424
3199	332068.45350586576	194138.97549413424
3200	332217.42750586575	194143.49849413423
3201	393018.7035058657	194148.02049413422
3202	393183.2235058657	194152.54349413424
3203	399814.00850586576	194157.06649413423
3204	399991.98350586573	194161.58849413425
3205	305552.06350586575	194166.11149413424
3206	305691.02950586576	194170.63349413424
3207	441457.96150586574	194175.15649413425
3208	441650.18450586573	194179.67849413425
3209	312524.0445058658	194184.20149413423
3210	312667.56350586575	194188.72349413423
3211	441375.68950586574	194193.24649413425
3212	441559.1855058658	194197.76849413424
3213	311667.3645058658	194202.29149413423
3214	311808.54050586576	194206.81449413425
3215	314517.6365058658	194211.33649413424
3216	314661.04650586576	194215.85949413423
3217	314731.66650586575	194220.38149413423
3218	314877.4735058658	194224.90449413424
3219	296424.78650586575	194229.42649413424
3220	296558.97650586575	194233.94949413423
3221	270922.14450586576	194238.47149413422
3222	271044.3055058658	194242.99449413424
3223	367099.79050586576	194247.51649413424
3224	367251.75550586573	194252.03949413425
3225	331873.24950586574	194256.56249413424
3226	332024.6965058658	194261.08449413424
3227	194076.6035058658	194265.60749413422
3228	194176.60450586578	194270.12949413425
3229	204263.45850586577	194274.65249413424
3230	204358.20050586574	194279.17449413423
3231	291945.65750586573	194283.69749413425
3232	292071.63950586575	194288.21949413425
3233	278040.30250586575	194292.74249413423
3234	278158.5925058658	194297.26449413423
3235	223330.20850586577	194301.78749413425
3236	223430.53250586573	194306.30949413424
3237	273854.1265058658	194310.83249413423
3238	273972.13550586574	194315.35549413424
3239	391990.0735058658	194319.87749413424
3240	392145.4775058658	194324.40049413423
3241	274682.0875058658	194328.92249413423
3242	274798.18350586575	194333.44549413424
3243	276221.57850586576	194337.96749413424
3244	276341.4795058658	194342.49049413425
3245	368516.7965058658	194347.01249413425
3246	368667.0755058658	194351.53549413424
3247	409732.1005058658	194356.05749413423
3248	409895.93750586576	194360.58049413425
3249	283437.51050586574	194365.10349413424
3250	283562.15150586574	194369.62549413423
3251	263677.40750586573	194374.14849413425
3252	263796.04150586575	194378.67049413425
3253	333495.44250586577	194383.19349413423
3254	333637.43850586575	194387.71549413423
3255	237176.47950586578	194392.23849413425
3256	237282.83550586575	194396.76049413424
3257	311365.02350586577	194401.28349413423
3258	311497.78550586576	194405.80549413423
3259	379430.7355058657	194410.32849413424
3260	379577.7305058657	194414.85149413423
3261	324807.70950586576	194419.37349413423
3262	324936.84750586574	194423.89649413424
3263	320467.09650586575	194428.41849413424
3264	320594.93250586576	194432.94149413423
3265	327733.57050586573	194437.46349413425
3266	327865.7015058658	194441.98649413424
3267	428926.3205058658	194446.50849413424
3268	429088.96450586576	194451.03149413425
3269	351905.50850586576	194455.55349413425
3270	352044.96650586574	194460.07649413423
3271	419416.7155058658	194464.59849413423
3272	419575.56250586576	194469.12149413425
3273	478412.08650586574	194473.64449413423
3274	478590.5095058658	194478.16649413423
